Cycle_Number,Voltage_V,Capacity_mAh,Test_Time_s,Current_A
24,3.4463,10.8932,690,0.02
24,3.4644,11.3668,720,0.02
24,3.4741,11.8405,750,0.02
24,3.486,12.3141,780,0.02
24,3.4997,12.7877,810,0.02
24,3.5114,13.2613,840,0.02
24,3.532,13.7349,870,0.02
24,3.5394,14.2085,900,0.02
24,3.5606,14.6822,930,0.02
24,3.5666,15.1558,960,0.02
24,3.5778,15.6294,990,0.02
24,3.5914,16.103,1020,0.02
24,3.6022,16.5766,1050,0.02
24,3.6143,17.0503,1080,0.02
24,3.6276,17.5239,1110,0.02
24,3.6399,17.9975,1140,0.02
24,3.6568,18.4711,1170,0.02
24,3.6666,18.9447,1200,0.02
24,3.666,19.4183,1230,0.02
24,3.681,19.892,1260,0.02
24,3.6978,20.3656,1290,0.02
24,3.6983,20.8392,1320,0.02
24,3.7097,21.3128,1350,0.02
24,3.7239,21.7864,1380,0.02
24,3.7333,22.2601,1410,0.02
24,3.7387,22.7337,1440,0.02
24,3.7521,23.2073,1470,0.02
24,3.7654,23.6809,1500,0.02
24,3.7722,24.1545,1530,0.02
24,3.7849,24.6281,1560,0.02
24,3.7915,25.1018,1590,0.02
24,3.8025,25.5754,1620,0.02
24,3.8036,26.049,1650,0.02
24,3.8152,26.5226,1680,0.02
24,3.8252,26.9962,1710,0.02
24,3.8235,27.4698,1740,0.02
24,3.8382,27.9435,1770,0.02
24,3.8369,28.4171,1800,0.02
24,3.847,28.8907,1830,0.02
24,3.8608,29.3643,1860,0.02
24,3.8608,29.8379,1890,0.02
24,3.8668,30.3116,1920,0.02
24,3.8701,30.7852,1950,0.02
24,3.8811,31.2588,1980,0.02
24,3.8826,31.7324,2010,0.02
24,3.8884,32.206,2040,0.02
24,3.8931,32.6796,2070,0.02
24,3.9016,33.1533,2100,0.02
24,3.9191,33.6269,2130,0.02
24,3.9196,34.1005,2160,0.02
24,3.9254,34.5741,2190,0.02
24,3.9213,35.0477,2220,0.02
24,3.929,35.5214,2250,0.02
24,3.9368,35.995,2280,0.02
24,3.95,36.4686,2310,0.02
24,3.9468,36.9422,2340,0.02
24,3.9553,37.4158,2370,0.02
24,3.9547,37.8894,2400,0.02
24,3.9698,38.3631,2430,0.02
24,3.9737,38.8367,2460,0.02
24,3.9725,39.3103,2490,0.02
24,3.977,39.7839,2520,0.02
24,3.9848,40.2575,2550,0.02
24,3.9816,40.7312,2580,0.02
24,3.9893,41.2048,2610,0.02
24,3.9967,41.6784,2640,0.02
24,3.9983,42.152,2670,0.02
24,3.9983,42.6256,2700,0.02
24,4.0056,43.0992,2730,0.02
24,4.0155,43.5729,2760,0.02
24,4.022,44.0465,2790,0.02
24,4.0215,44.5201,2820,0.02
24,4.0253,44.9937,2850,0.02
24,4.0314,45.4673,2880,0.02
24,4.0281,45.941,2910,0.02
24,4.0265,46.4146,2940,0.02
24,4.0303,46.8882,2970,0.02
24,4.0418,47.3618,3000,0.02
24,4.0484,47.8354,3030,0.02
24,4.049,48.309,3060,0.02
24,4.056,48.7827,3090,0.02
24,4.0494,49.2563,3120,0.02
24,4.0472,49.7299,3150,0.02
24,4.057,50.2035,3180,0.02
24,4.0604,50.6771,3210,0.02
24,4.0562,51.1508,3240,0.02
24,4.0685,51.6244,3270,0.02
24,4.0634,52.098,3300,0.02
24,4.0721,52.5716,3330,0.02
24,4.0732,53.0452,3360,0.02
24,4.0685,53.5188,3390,0.02
24,4.0833,53.9925,3420,0.02
24,4.083,54.4661,3450,0.02
24,4.0859,54.9397,3480,0.02
24,4.0818,55.4133,3510,0.02
24,4.0933,55.8869,3540,0.02
24,4.0919,56.3606,3570,0.02
24,4.0946,56.8342,3600,0.02
24,4.0978,57.3078,3630,0.02
24,4.0962,57.7814,3660,0.02
24,4.1002,58.255,3690,0.02
24,4.0986,58.7286,3720,0.02
24,4.0961,59.2023,3750,0.02
24,4.1031,59.6759,3780,0.02
24,4.1035,60.1495,3810,0.02
24,4.1151,60.6231,3840,0.02
24,4.1071,61.0967,3870,0.02
24,4.1065,61.5704,3900,0.02
24,4.1148,62.044,3930,0.02
24,4.1229,62.5176,3960,0.02
24,4.1104,62.9912,3990,0.02
24,4.1156,63.4648,4020,0.02
24,4.1266,63.9384,4050,0.02
24,4.1146,64.4121,4080,0.02
24,4.1157,64.8857,4110,0.02
24,4.1242,65.3593,4140,0.02
24,4.1228,65.8329,4170,0.02
24,4.1291,66.3065,4200,0.02
24,4.1342,66.7802,4230,0.02
24,4.1274,67.2538,4260,0.02
24,4.1286,67.7274,4290,0.02
24,4.1326,68.201,4320,0.02
24,4.135,68.6746,4350,0.02
24,4.1321,69.1482,4380,0.02
24,4.1332,69.6219,4410,0.02
24,4.1313,70.0955,4440,0.02
24,4.1471,70.5691,4470,0.02
24,4.1448,71.0427,4500,0.02
24,4.1495,71.5163,4530,0.02
24,4.1364,71.9899,4560,0.02
24,4.147,72.4636,4590,0.02
24,4.147,72.9372,4620,0.02
24,4.1436,73.4108,4650,0.02
24,4.143,73.8844,4680,0.02
24,4.1478,74.358,4710,0.02
24,4.1436,74.8317,4740,0.02
24,4.1575,75.3053,4770,0.02
24,4.1551,75.7789,4800,0.02
24,4.1573,76.2525,4830,0.02
24,4.1489,76.7261,4860,0.02
24,4.1624,77.1997,4890,0.02
24,4.1497,77.6734,4920,0.02
24,4.1598,78.147,4950,0.02
24,4.1642,78.6206,4980,0.02
24,4.1548,79.0942,5010,0.02
24,4.1657,79.5678,5040,0.02
24,4.1522,80.0415,5070,0.02
24,4.1561,80.5151,5100,0.02
24,4.1655,80.9887,5130,0.02
24,4.1585,81.4623,5160,0.02
24,4.1697,81.9359,5190,0.02
24,4.1581,82.4095,5220,0.02
24,4.163,82.8832,5250,0.02
24,4.1672,83.3568,5280,0.02
24,4.1722,83.8304,5310,0.02
24,4.1693,84.304,5340,0.02
24,4.1618,84.7776,5370,0.02
24,4.1751,85.2513,5400,0.02
24,4.1651,85.7249,5430,0.02
24,4.1656,86.1985,5460,0.02
24,4.1773,86.6721,5490,0.02
24,4.1781,87.1457,5520,0.02
24,4.1664,87.6193,5550,0.02
24,4.1769,88.093,5580,0.02
24,4.1754,88.5666,5610,0.02
24,4.1731,89.0402,5640,0.02
24,4.1664,89.5138,5670,0.02
24,4.1813,89.9874,5700,0.02
24,4.1741,90.4611,5730,0.02
24,4.1767,90.9347,5760,0.02
24,4.181,91.4083,5790,0.02
24,4.1824,91.8819,5820,0.02
24,4.1801,92.3555,5850,0.02
24,4.1687,92.8291,5880,0.02
24,4.1758,93.3028,5910,0.02
24,4.1752,93.7764,5940,0.02
24,4.1839,94.25,5970,0.02
25,3.0077,0.0,0,0.02
25,3.027,0.4724,30,0.02
25,3.0425,0.9447,60,0.02
25,3.0728,1.4171,90,0.02
25,3.0918,1.8894,120,0.02
25,3.1085,2.3618,150,0.02
25,3.1296,2.8342,180,0.02
25,3.1569,3.3065,210,0.02
25,3.171,3.7789,240,0.02
25,3.1994,4.2513,270,0.02
25,3.2117,4.7236,300,0.02
25,3.2401,5.196,330,0.02
25,3.2612,5.6683,360,0.02
25,3.2709,6.1407,390,0.02
25,3.2875,6.6131,420,0.02
25,3.31,7.0854,450,0.02
25,3.3332,7.5578,480,0.02
25,3.3393,8.0302,510,0.02
25,3.3563,8.5025,540,0.02
25,3.385,8.9749,570,0.02
25,3.3924,9.4472,600,0.02
25,3.4149,9.9196,630,0.02
25,3.4361,10.392,660,0.02
25,3.4378,10.8643,690,0.02
25,3.4542,11.3367,720,0.02
25,3.4753,11.809,750,0.02
25,3.4905,12.2814,780,0.02
25,3.4997,12.7538,810,0.02
25,3.5096,13.2261,840,0.02
25,3.5347,13.6985,870,0.02
25,3.5475,14.1709,900,0.02
25,3.5534,14.6432,930,0.02
25,3.5625,15.1156,960,0.02
25,3.5844,15.5879,990,0.02
25,3.587,16.0603,1020,0.02
25,3.6012,16.5327,1050,0.02
25,3.6197,17.005,1080,0.02
25,3.628,17.4774,1110,0.02
25,3.6466,17.9497,1140,0.02
25,3.6509,18.4221,1170,0.02
25,3.6556,18.8945,1200,0.02
25,3.6792,19.3668,1230,0.02
25,3.684,19.8392,1260,0.02
25,3.6955,20.3116,1290,0.02
25,3.7069,20.7839,1320,0.02
25,3.7167,21.2563,1350,0.02
25,3.7281,21.7286,1380,0.02
25,3.7334,22.201,1410,0.02
25,3.7392,22.6734,1440,0.02
25,3.744,23.1457,1470,0.02
25,3.7682,23.6181,1500,0.02
25,3.7663,24.0905,1530,0.02
25,3.7778,24.5628,1560,0.02
25,3.7828,25.0352,1590,0.02
25,3.7911,25.5075,1620,0.02
25,3.8011,25.9799,1650,0.02
25,3.8149,26.4523,1680,0.02
25,3.817,26.9246,1710,0.02
25,3.8224,27.397,1740,0.02
25,3.8307,27.8693,1770,0.02
25,3.8471,28.3417,1800,0.02
25,3.8404,28.8141,1830,0.02
25,3.8499,29.2864,1860,0.02
25,3.8543,29.7588,1890,0.02
25,3.8666,30.2312,1920,0.02
25,3.8763,30.7035,1950,0.02
25,3.8806,31.1759,1980,0.02
25,3.8909,31.6482,2010,0.02
25,3.8921,32.1206,2040,0.02
25,3.8972,32.593,2070,0.02
25,3.9047,33.0653,2100,0.02
25,3.919,33.5377,2130,0.02
25,3.9155,34.0101,2160,0.02
25,3.9301,34.4824,2190,0.02
25,3.9312,34.9548,2220,0.02
25,3.9348,35.4271,2250,0.02
25,3.947,35.8995,2280,0.02
25,3.9393,36.3719,2310,0.02
25,3.9468,36.8442,2340,0.02
25,3.9609,37.3166,2370,0.02
25,3.9543,37.7889,2400,0.02
25,3.9567,38.2613,2430,0.02
25,3.9724,38.7337,2460,0.02
25,3.9781,39.206,2490,0.02
25,3.9792,39.6784,2520,0.02
25,3.987,40.1508,2550,0.02
25,3.9858,40.6231,2580,0.02
25,3.9938,41.0955,2610,0.02
25,3.9888,41.5678,2640,0.02
25,4.0,42.0402,2670,0.02
25,4.0082,42.5126,2700,0.02
25,4.015,42.9849,2730,0.02
25,4.0162,43.4573,2760,0.02
25,4.0153,43.9296,2790,0.02
25,4.0161,44.402,2820,0.02
25,4.0264,44.8744,2850,0.02
25,4.0231,45.3467,2880,0.02
25,4.0235,45.8191,2910,0.02
25,4.0405,46.2915,2940,0.02
25,4.0416,46.7638,2970,0.02
25,4.0363,47.2362,3000,0.02
25,4.0492,47.7085,3030,0.02
25,4.0415,48.1809,3060,0.02
25,4.0434,48.6533,3090,0.02
25,4.058,49.1256,3120,0.02
25,4.0527,49.598,3150,0.02
25,4.0628,50.0704,3180,0.02
25,4.0646,50.5427,3210,0.02
25,4.0655,51.0151,3240,0.02
25,4.0642,51.4874,3270,0.02
25,4.0614,51.9598,3300,0.02
25,4.0735,52.4322,3330,0.02
25,4.0682,52.9045,3360,0.02
25,4.0827,53.3769,3390,0.02
25,4.0864,53.8492,3420,0.02
25,4.0853,54.3216,3450,0.02
25,4.0796,54.794,3480,0.02
25,4.08,55.2663,3510,0.02
25,4.0842,55.7387,3540,0.02
25,4.0936,56.2111,3570,0.02
25,4.0872,56.6834,3600,0.02
25,4.1011,57.1558,3630,0.02
25,4.099,57.6281,3660,0.02
25,4.0916,58.1005,3690,0.02
25,4.093,58.5729,3720,0.02
25,4.0991,59.0452,3750,0.02
25,4.097,59.5176,3780,0.02
25,4.1108,59.9899,3810,0.02
25,4.114,60.4623,3840,0.02
25,4.1176,60.9347,3870,0.02
25,4.1067,61.407,3900,0.02
25,4.1164,61.8794,3930,0.02
25,4.1209,62.3518,3960,0.02
25,4.1247,62.8241,3990,0.02
25,4.1156,63.2965,4020,0.02
25,4.1217,63.7688,4050,0.02
25,4.1235,64.2412,4080,0.02
25,4.1179,64.7136,4110,0.02
25,4.118,65.1859,4140,0.02
25,4.1312,65.6583,4170,0.02
25,4.1261,66.1307,4200,0.02
25,4.1238,66.603,4230,0.02
25,4.1371,67.0754,4260,0.02
25,4.138,67.5477,4290,0.02
25,4.1337,68.0201,4320,0.02
25,4.1405,68.4925,4350,0.02
25,4.1438,68.9648,4380,0.02
25,4.1372,69.4372,4410,0.02
25,4.1449,69.9095,4440,0.02
25,4.1351,70.3819,4470,0.02
25,4.1475,70.8543,4500,0.02
25,4.1356,71.3266,4530,0.02
25,4.1441,71.799,4560,0.02
25,4.1397,72.2714,4590,0.02
25,4.1417,72.7437,4620,0.02
25,4.1498,73.2161,4650,0.02
25,4.1456,73.6884,4680,0.02
25,4.1442,74.1608,4710,0.02
25,4.1443,74.6332,4740,0.02
25,4.1449,75.1055,4770,0.02
25,4.1563,75.5779,4800,0.02
25,4.1534,76.0503,4830,0.02
25,4.152,76.5226,4860,0.02
25,4.1575,76.995,4890,0.02
25,4.1534,77.4673,4920,0.02
25,4.1597,77.9397,4950,0.02
25,4.1556,78.4121,4980,0.02
25,4.1639,78.8844,5010,0.02
25,4.1625,79.3568,5040,0.02
25,4.1632,79.8291,5070,0.02
25,4.1639,80.3015,5100,0.02
25,4.1662,80.7739,5130,0.02
25,4.166,81.2462,5160,0.02
25,4.1626,81.7186,5190,0.02
25,4.169,82.191,5220,0.02
25,4.1673,82.6633,5250,0.02
25,4.1716,83.1357,5280,0.02
25,4.1714,83.608,5310,0.02
25,4.1685,84.0804,5340,0.02
25,4.1699,84.5528,5370,0.02
25,4.1734,85.0251,5400,0.02
25,4.1755,85.4975,5430,0.02
25,4.1658,85.9698,5460,0.02
25,4.1632,86.4422,5490,0.02
25,4.17,86.9146,5520,0.02
25,4.1663,87.3869,5550,0.02
25,4.1658,87.8593,5580,0.02
25,4.1687,88.3317,5610,0.02
25,4.171,88.804,5640,0.02
25,4.1676,89.2764,5670,0.02
25,4.1747,89.7487,5700,0.02
25,4.178,90.2211,5730,0.02
25,4.1725,90.6935,5760,0.02
25,4.1689,91.1658,5790,0.02
25,4.1738,91.6382,5820,0.02
25,4.1702,92.1106,5850,0.02
25,4.1687,92.5829,5880,0.02
25,4.1821,93.0553,5910,0.02
25,4.1733,93.5276,5940,0.02
25,4.1804,94.0,5970,0.02
26,3.0022,0.0,0,0.02
26,3.0211,0.4711,30,0.02
26,3.041,0.9422,60,0.02
26,3.0647,1.4133,90,0.02
26,3.0919,1.8844,120,0.02
26,3.1115,2.3555,150,0.02
26,3.1425,2.8266,180,0.02
26,3.1503,3.2977,210,0.02
26,3.1746,3.7688,240,0.02
26,3.2023,4.2399,270,0.02
26,3.2162,4.7111,300,0.02
26,3.2352,5.1822,330,0.02
26,3.2514,5.6533,360,0.02
26,3.2799,6.1244,390,0.02
26,3.3,6.5955,420,0.02
26,3.306,7.0666,450,0.02
26,3.3336,7.5377,480,0.02
26,3.3408,8.0088,510,0.02
26,3.3638,8.4799,540,0.02
26,3.3755,8.951,570,0.02
26,3.3905,9.4221,600,0.02
26,3.4092,9.8932,630,0.02
26,3.4251,10.3643,660,0.02
26,3.4435,10.8354,690,0.02
26,3.454,11.3065,720,0.02
26,3.48,11.7776,750,0.02
26,3.4856,12.2487,780,0.02
26,3.506,12.7198,810,0.02
26,3.5243,13.191,840,0.02
26,3.5264,13.6621,870,0.02
26,3.5355,14.1332,900,0.02
26,3.5487,14.6043,930,0.02
26,3.5677,15.0754,960,0.02
26,3.5818,15.5465,990,0.02
26,3.5939,16.0176,1020,0.02
26,3.6013,16.4887,1050,0.02
26,3.6237,16.9598,1080,0.02
26,3.6365,17.4309,1110,0.02
26,3.6398,17.902,1140,0.02
26,3.6517,18.3731,1170,0.02
26,3.6701,18.8442,1200,0.02
26,3.666,19.3153,1230,0.02
26,3.6826,19.7864,1260,0.02
26,3.6933,20.2575,1290,0.02
26,3.6999,20.7286,1320,0.02
26,3.7124,21.1997,1350,0.02
26,3.7243,21.6709,1380,0.02
26,3.7336,22.142,1410,0.02
26,3.7434,22.6131,1440,0.02
26,3.7502,23.0842,1470,0.02
26,3.755,23.5553,1500,0.02
26,3.7681,24.0264,1530,0.02
26,3.7729,24.4975,1560,0.02
26,3.7902,24.9686,1590,0.02
26,3.8017,25.4397,1620,0.02
26,3.8028,25.9108,1650,0.02
26,3.8114,26.3819,1680,0.02
26,3.8141,26.853,1710,0.02
26,3.8305,27.3241,1740,0.02
26,3.8305,27.7952,1770,0.02
26,3.8372,28.2663,1800,0.02
26,3.8521,28.7374,1830,0.02
26,3.8542,29.2085,1860,0.02
26,3.8667,29.6796,1890,0.02
26,3.8624,30.1508,1920,0.02
26,3.882,30.6219,1950,0.02
26,3.8866,31.093,1980,0.02
26,3.8934,31.5641,2010,0.02
26,3.8935,32.0352,2040,0.02
26,3.9071,32.5063,2070,0.02
26,3.9094,32.9774,2100,0.02
26,3.9043,33.4485,2130,0.02
26,3.9176,33.9196,2160,0.02
26,3.9183,34.3907,2190,0.02
26,3.9243,34.8618,2220,0.02
26,3.9285,35.3329,2250,0.02
26,3.9439,35.804,2280,0.02
26,3.9427,36.2751,2310,0.02
26,3.9551,36.7462,2340,0.02
26,3.9572,37.2173,2370,0.02
26,3.955,37.6884,2400,0.02
26,3.9609,38.1595,2430,0.02
26,3.9672,38.6307,2460,0.02
26,3.975,39.1018,2490,0.02
26,3.984,39.5729,2520,0.02
26,3.9824,40.044,2550,0.02
26,3.9934,40.5151,2580,0.02
26,3.9901,40.9862,2610,0.02
26,3.9987,41.4573,2640,0.02
26,4.004,41.9284,2670,0.02
26,4.0001,42.3995,2700,0.02
26,4.0009,42.8706,2730,0.02
26,4.0054,43.3417,2760,0.02
26,4.02,43.8128,2790,0.02
26,4.0154,44.2839,2820,0.02
26,4.0266,44.755,2850,0.02
26,4.0306,45.2261,2880,0.02
26,4.0286,45.6972,2910,0.02
26,4.0284,46.1683,2940,0.02
26,4.0419,46.6394,2970,0.02
26,4.0363,47.1106,3000,0.02
26,4.0356,47.5817,3030,0.02
26,4.0427,48.0528,3060,0.02
26,4.0512,48.5239,3090,0.02
26,4.058,48.995,3120,0.02
26,4.0523,49.4661,3150,0.02
26,4.0496,49.9372,3180,0.02
26,4.0559,50.4083,3210,0.02
26,4.0642,50.8794,3240,0.02
26,4.0648,51.3505,3270,0.02
26,4.068,51.8216,3300,0.02
26,4.0642,52.2927,3330,0.02
26,4.069,52.7638,3360,0.02
26,4.0826,53.2349,3390,0.02
26,4.0806,53.706,3420,0.02
26,4.078,54.1771,3450,0.02
26,4.0872,54.6482,3480,0.02
26,4.0791,55.1193,3510,0.02
26,4.0825,55.5905,3540,0.02
26,4.0885,56.0616,3570,0.02
26,4.0948,56.5327,3600,0.02
26,4.0883,57.0038,3630,0.02
26,4.1034,57.4749,3660,0.02
26,4.1005,57.946,3690,0.02
26,4.1065,58.4171,3720,0.02
26,4.1086,58.8882,3750,0.02
26,4.102,59.3593,3780,0.02
26,4.1039,59.8304,3810,0.02
26,4.1036,60.3015,3840,0.02
26,4.1161,60.7726,3870,0.02
26,4.1055,61.2437,3900,0.02
26,4.1088,61.7148,3930,0.02
26,4.1159,62.1859,3960,0.02
26,4.1138,62.657,3990,0.02
26,4.1138,63.1281,4020,0.02
26,4.122,63.5992,4050,0.02
26,4.1265,64.0704,4080,0.02
26,4.1309,64.5415,4110,0.02
26,4.1241,65.0126,4140,0.02
26,4.1299,65.4837,4170,0.02
26,4.1238,65.9548,4200,0.02
26,4.13,66.4259,4230,0.02
26,4.1254,66.897,4260,0.02
26,4.1264,67.3681,4290,0.02
26,4.1413,67.8392,4320,0.02
26,4.1301,68.3103,4350,0.02
26,4.1433,68.7814,4380,0.02
26,4.141,69.2525,4410,0.02
26,4.1421,69.7236,4440,0.02
26,4.132,70.1947,4470,0.02
26,4.1479,70.6658,4500,0.02
26,4.1438,71.1369,4530,0.02
26,4.1418,71.608,4560,0.02
26,4.1367,72.0791,4590,0.02
26,4.1486,72.5503,4620,0.02
26,4.1439,73.0214,4650,0.02
26,4.1449,73.4925,4680,0.02
26,4.1456,73.9636,4710,0.02
26,4.1539,74.4347,4740,0.02
26,4.1477,74.9058,4770,0.02
26,4.1545,75.3769,4800,0.02
26,4.1459,75.848,4830,0.02
26,4.1505,76.3191,4860,0.02
26,4.1479,76.7902,4890,0.02
26,4.1581,77.2613,4920,0.02
26,4.1612,77.7324,4950,0.02
26,4.1501,78.2035,4980,0.02
26,4.1645,78.6746,5010,0.02
26,4.1664,79.1457,5040,0.02
26,4.152,79.6168,5070,0.02
26,4.1646,80.0879,5100,0.02
26,4.1558,80.559,5130,0.02
26,4.1564,81.0302,5160,0.02
26,4.164,81.5013,5190,0.02
26,4.1653,81.9724,5220,0.02
26,4.1583,82.4435,5250,0.02
26,4.1675,82.9146,5280,0.02
26,4.166,83.3857,5310,0.02
26,4.1632,83.8568,5340,0.02
26,4.1718,84.3279,5370,0.02
26,4.1755,84.799,5400,0.02
26,4.161,85.2701,5430,0.02
26,4.1675,85.7412,5460,0.02
26,4.1711,86.2123,5490,0.02
26,4.1673,86.6834,5520,0.02
26,4.1715,87.1545,5550,0.02
26,4.1749,87.6256,5580,0.02
26,4.1742,88.0967,5610,0.02
26,4.1727,88.5678,5640,0.02
26,4.1663,89.0389,5670,0.02
26,4.1704,89.5101,5700,0.02
26,4.1743,89.9812,5730,0.02
26,4.1818,90.4523,5760,0.02
26,4.1817,90.9234,5790,0.02
26,4.1797,91.3945,5820,0.02
26,4.1694,91.8656,5850,0.02
26,4.178,92.3367,5880,0.02
26,4.1831,92.8078,5910,0.02
26,4.1794,93.2789,5940,0.02
26,4.1752,93.75,5970,0.02
27,3.0014,0.0,0,0.02
27,3.0202,0.4698,30,0.02
27,3.043,0.9397,60,0.02
27,3.0774,1.4095,90,0.02
27,3.0984,1.8794,120,0.02
27,3.1084,2.3492,150,0.02
27,3.1365,2.8191,180,0.02
27,3.1537,3.2889,210,0.02
27,3.1741,3.7588,240,0.02
27,3.2053,4.2286,270,0.02
27,3.2202,4.6985,300,0.02
27,3.2341,5.1683,330,0.02
27,3.253,5.6382,360,0.02
27,3.2809,6.108,390,0.02
27,3.3002,6.5779,420,0.02
27,3.3046,7.0477,450,0.02
27,3.337,7.5176,480,0.02
27,3.3543,7.9874,510,0.02
27,3.3668,8.4573,540,0.02
27,3.3789,8.9271,570,0.02
27,3.402,9.397,600,0.02
27,3.4071,9.8668,630,0.02
27,3.4345,10.3367,660,0.02
27,3.4399,10.8065,690,0.02
27,3.4632,11.2764,720,0.02
27,3.4686,11.7462,750,0.02
27,3.4863,12.2161,780,0.02
27,3.5054,12.6859,810,0.02
27,3.5126,13.1558,840,0.02
27,3.5365,13.6256,870,0.02
27,3.538,14.0955,900,0.02
27,3.5573,14.5653,930,0.02
27,3.5676,15.0352,960,0.02
27,3.586,15.505,990,0.02
27,3.5978,15.9749,1020,0.02
27,3.6057,16.4447,1050,0.02
27,3.6168,16.9146,1080,0.02
27,3.6235,17.3844,1110,0.02
27,3.6477,17.8543,1140,0.02
27,3.6524,18.3241,1170,0.02
27,3.657,18.794,1200,0.02
27,3.6804,19.2638,1230,0.02
27,3.6913,19.7337,1260,0.02
27,3.7017,20.2035,1290,0.02
27,3.7003,20.6734,1320,0.02
27,3.7072,21.1432,1350,0.02
27,3.7285,21.6131,1380,0.02
27,3.7257,22.0829,1410,0.02
27,3.7368,22.5528,1440,0.02
27,3.7479,23.0226,1470,0.02
27,3.7669,23.4925,1500,0.02
27,3.7642,23.9623,1530,0.02
27,3.7826,24.4322,1560,0.02
27,3.7801,24.902,1590,0.02
27,3.7901,25.3719,1620,0.02
27,3.7997,25.8417,1650,0.02
27,3.8166,26.3116,1680,0.02
27,3.818,26.7814,1710,0.02
27,3.8304,27.2513,1740,0.02
27,3.8334,27.7211,1770,0.02
27,3.8333,28.191,1800,0.02
27,3.8476,28.6608,1830,0.02
27,3.8515,29.1307,1860,0.02
27,3.8546,29.6005,1890,0.02
27,3.8656,30.0704,1920,0.02
27,3.8692,30.5402,1950,0.02
27,3.8806,31.0101,1980,0.02
27,3.89,31.4799,2010,0.02
27,3.9007,31.9497,2040,0.02
27,3.903,32.4196,2070,0.02
27,3.9007,32.8894,2100,0.02
27,3.9059,33.3593,2130,0.02
27,3.9229,33.8291,2160,0.02
27,3.9225,34.299,2190,0.02
27,3.9281,34.7688,2220,0.02
27,3.933,35.2387,2250,0.02
27,3.9474,35.7085,2280,0.02
27,3.9447,36.1784,2310,0.02
27,3.9497,36.6482,2340,0.02
27,3.9474,37.1181,2370,0.02
27,3.9674,37.5879,2400,0.02
27,3.9641,38.0578,2430,0.02
27,3.9671,38.5276,2460,0.02
27,3.9683,38.9975,2490,0.02
27,3.9792,39.4673,2520,0.02
27,3.9876,39.9372,2550,0.02
27,3.9883,40.407,2580,0.02
27,3.9972,40.8769,2610,0.02
27,4.0028,41.3467,2640,0.02
27,3.9964,41.8166,2670,0.02
27,4.0022,42.2864,2700,0.02
27,4.0108,42.7563,2730,0.02
27,4.017,43.2261,2760,0.02
27,4.0078,43.696,2790,0.02
27,4.0223,44.1658,2820,0.02
27,4.0201,44.6357,2850,0.02
27,4.0246,45.1055,2880,0.02
27,4.0271,45.5754,2910,0.02
27,4.0269,46.0452,2940,0.02
27,4.0323,46.5151,2970,0.02
27,4.0316,46.9849,3000,0.02
27,4.037,47.4548,3030,0.02
27,4.0405,47.9246,3060,0.02
27,4.046,48.3945,3090,0.02
27,4.0512,48.8643,3120,0.02
27,4.0554,49.3342,3150,0.02
27,4.0512,49.804,3180,0.02
27,4.0637,50.2739,3210,0.02
27,4.0565,50.7437,3240,0.02
27,4.0607,51.2136,3270,0.02
27,4.0704,51.6834,3300,0.02
27,4.075,52.1533,3330,0.02
27,4.0747,52.6231,3360,0.02
27,4.0714,53.093,3390,0.02
27,4.0718,53.5628,3420,0.02
27,4.0782,54.0327,3450,0.02
27,4.0867,54.5025,3480,0.02
27,4.0872,54.9724,3510,0.02
27,4.0836,55.4422,3540,0.02
27,4.0969,55.9121,3570,0.02
27,4.0956,56.3819,3600,0.02
27,4.0963,56.8518,3630,0.02
27,4.0896,57.3216,3660,0.02
27,4.1004,57.7915,3690,0.02
27,4.1047,58.2613,3720,0.02
27,4.1078,58.7312,3750,0.02
27,4.106,59.201,3780,0.02
27,4.1083,59.6709,3810,0.02
27,4.1005,60.1407,3840,0.02
27,4.1098,60.6106,3870,0.02
27,4.112,61.0804,3900,0.02
27,4.1073,61.5503,3930,0.02
27,4.1183,62.0201,3960,0.02
27,4.1098,62.4899,3990,0.02
27,4.117,62.9598,4020,0.02
27,4.1235,63.4296,4050,0.02
27,4.1227,63.8995,4080,0.02
27,4.117,64.3693,4110,0.02
27,4.1201,64.8392,4140,0.02
27,4.1337,65.309,4170,0.02
27,4.1353,65.7789,4200,0.02
27,4.1368,66.2487,4230,0.02
27,4.1296,66.7186,4260,0.02
27,4.1385,67.1884,4290,0.02
27,4.1287,67.6583,4320,0.02
27,4.1347,68.1281,4350,0.02
27,4.1413,68.598,4380,0.02
27,4.1362,69.0678,4410,0.02
27,4.1387,69.5377,4440,0.02
27,4.1365,70.0075,4470,0.02
27,4.1394,70.4774,4500,0.02
27,4.1478,70.9472,4530,0.02
27,4.1498,71.4171,4560,0.02
27,4.1512,71.8869,4590,0.02
27,4.1481,72.3568,4620,0.02
27,4.1508,72.8266,4650,0.02
27,4.1548,73.2965,4680,0.02
27,4.1546,73.7663,4710,0.02
27,4.1524,74.2362,4740,0.02
27,4.1576,74.706,4770,0.02
27,4.1502,75.1759,4800,0.02
27,4.1552,75.6457,4830,0.02
27,4.1463,76.1156,4860,0.02
27,4.1561,76.5854,4890,0.02
27,4.1574,77.0553,4920,0.02
27,4.1485,77.5251,4950,0.02
27,4.1629,77.995,4980,0.02
27,4.1548,78.4648,5010,0.02
27,4.1527,78.9347,5040,0.02
27,4.1589,79.4045,5070,0.02
27,4.1678,79.8744,5100,0.02
27,4.1626,80.3442,5130,0.02
